Repository,Task ID,Bug / Task Description,Fix Commit,Patch Length (LOC),Base Commit,Source Archive,Archive Repo Root,Commit Subject,Confidence,Score,Changed File Count,Test File Count,Pass QA?,GPT5.5 Pass Rate,Visible Test Command Guess
bookz,bookz__ca44c50e0971,Investigate and fix auth issue indicated by commit 'sync: webdav client stub (basic auth + put/get)' in bookz/sync.py.,ca44c50e0971435dd954b05c825686b3e7682292,112,4dda6e086a9c3f0a9d85b2ad99eb3fe708b2fe3c,project_silver_repos/fhWLd7PLxSnLoaamhbia__bookz.zip,bookz,sync: webdav client stub (basic auth + put/get),medium-high,15,2,1,,,pytest
borough,borough__bfc500d41145,"Investigate and fix decode, encode issue indicated by commit 'pkg/transport: Frame encode/decode round-trip and CRC verification' in pkg/transport/transport_test.go.",bfc500d4114536d944f50909e908aa4abcce6c03,236,28e67c071d8dc681368ce3ffd2970cbc6df2f996,project_silver_repos/gcH2RMvnK0fwAqzmpDoS__borough.zip,borough,pkg/transport: Frame encode/decode round-trip and CRC verification,medium-high,15,1,1,,,go test ./...
brisque-nima,brisque-nima__c8b32d66d8b0,Fix: skip ML-dependent tests when packages unavailable,c8b32d66d8b03f0ef055badad9a3d68d52e6babf,51,437210afd4a58c33ad878aa8080856f584bb47b6,project_silver_repos/zCG7ZjRUmwybvYzXlvxt__brisque-nima.zip,.,fix: skip ML-dependent tests when packages unavailable,medium-high,15,1,1,,,pytest
bulwark,bulwark__67b306369b68,"Investigate and fix edge, parser issue indicated by commit 'tests: multipart parser limits and edge cases' in tests/test_multipart.py.",67b306369b68fb7b605deb54f48dd15ea1c568e1,75,ec379fa9145ec9b88f37185ebaf4a017a82e7594,project_silver_repos/xHdqqNmmLRNApGIZk1TX__bulwark.zip,bulwark,tests: multipart parser limits and edge cases,medium-high,15,1,1,,,pytest
chassis,chassis__480acf4e6a8f,"Investigate and fix parser, escape issue indicated by commit 'feat(io/csv): minimal CSV/TSV parser with quoted fields + escape' in src/io/csv/csv.ts, src/io/csv/index.ts.",480acf4e6a8f012e3c68b1cbd6af3f6ac3c47603,133,aec428ef800b479d67fbee19c5a68f87423e921f,project_silver_repos/ew8QuPESyTqhMs5RwbgG__chassis.zip,.,feat(io/csv): minimal CSV/TSV parser with quoted fields + escape,medium-high,15,2,0,,,npm test
chassis,chassis__57f1da214caa,"Investigate and fix parser, path issue indicated by commit 'test(io/svg): path parser covering relative + control reflection (S, T)' in src/io/svg/path-parser.test.ts.",57f1da214caa2427b5f0d2e8f1da15eb6742e55e,119,9071566b2c69cace2cb53c304c5f21dbe8321fee,project_silver_repos/ew8QuPESyTqhMs5RwbgG__chassis.zip,.,"test(io/svg): path parser covering relative + control reflection (S, T)",medium-high,15,1,1,,,npm test
coffeeShop,coffeeshop__bd40555931fd,Fixing bug,bd40555931fd33d70810a1f1bd954ed8dcf4fe51,233,c41070a0439817770f514b9bd34a487ce9f41fb4,project_silver_repos/l1evkSPKnq0rnINrgNCq__coffeeShop.zip,coffeeShop,fixing bug,medium-high,15,2,0,,,npm test
comm-sfu,comm-sfu__f094515c1ab0,Fixing a bug,f094515c1ab0d64036eb8888d5ed35af6a7b3dba,47,cccd62ca406c67fdd45c1b5ded7534be5b618d56,project_silver_repos/EKmL7efghFCYekQyBmMh__comm-sfu.zip,comm-sfu,Fixing a bug,medium-high,15,1,0,,,npm install && npm test (verify package.json scripts)
depgraph,depgraph__4dcc12754f32,Investigate and fix traversal issue indicated by commit 'feat(graph): add iterative DFS and BFS traversal' in src/graph/traversal.ts.,4dcc12754f321da4b2312ff0d262ebcce50b07d3,64,de7e2480d8dce5989a5d5a68efa6ee03a007c20b,project_silver_repos/8emFOAImYGDhpVT5f22q__depgraph.zip,depgraph,feat(graph): add iterative DFS and BFS traversal,medium-high,15,1,0,,,npm test
dogstar-backend,dogstar-backend__3f24270619fe,Fix: Adjust CreateAccount op validation for numeric startingBalance,3f24270619fe47dcafec3e97c48ecd58728996be,2,5f2011b26b0ed2ed44ac41519330cd03869bcac5,project_silver_repos/kxeSUkeYGxaGvWur7zK4__dogstar-backend.zip,dogstar-backend,Fix: Adjust CreateAccount op validation for numeric startingBalance,medium-high,15,1,0,,,npm install && npm test (verify package.json scripts)
eventcater,eventcater__dc4eb8948ed6,Investigate and fix security issue indicated by commit 'proposals: token security test' in backend/apps/proposals/tests/test_token_security.py.,dc4eb8948ed63666075c7c102a5070ce11b9f763,25,7825777c5a248773978b2fe0f7825ea26621b9db,project_silver_repos/ClSXmFEEyTnSWcmOk68s__eventcater.zip,eventcater,proposals: token security test,medium-high,15,1,1,,,make test
eventnexus,eventnexus__0ad7675b0c5d,"Investigate and fix security issue indicated by commit 'Add date and security tests' in tests/test_date_utils.py, tests/test_security.py.",0ad7675b0c5d2f9ee1c535d388e40e6b0a05260d,48,7bbfbe3efd58c6bc0b9aaac7a548c30b774eaf8a,project_silver_repos/Dj2tqFI5qGPI3ctCfOxq__eventnexus.zip,eventnexus,Add date and security tests,medium-high,15,2,2,,,pytest
fleetops,fleetops__8c0b9c8d427b,Fix: validate fleet name,8c0b9c8d427bdfb16ac119929d801880f2d11810,2,76d8451bb8219669c5815d903df74a8ce1d66b39,project_silver_repos/vFF3IBWq47QkuXXBVDSq__fleetops.zip,fleetops,fix: validate fleet name,medium-high,15,1,0,,,pytest
glyph,glyph__316818456016,"Investigate and fix decode, encode issue indicated by commit 'tests: encode+decode round-trip across the scalar matrix' in tests/test_roundtrip.py.",3168184560169b6f989e8263b6ac784cb2b6f68f,142,3cf81c50cb6591627750ff05078852cf4b898bd9,project_silver_repos/bUYDsx8iPZ7tdInRjJAW__glyph.zip,glyph,tests: encode+decode round-trip across the scalar matrix,medium-high,15,1,1,,,pytest
go-logistics-ops,go-logistics-ops__15fac5f7cf16,Fix(db): correct column types in shipment table,15fac5f7cf160484357aed64b42fc121351edf8b,67,31467d0fa2472c9b0251e0388819fdf1d8c9e2ae,project_silver_repos/t0Yo101vf1lgc66caESg__go-logistics-ops.zip,.,fix(db): correct column types in shipment table,medium-high,15,2,1,,,
go-logistics-ops,go-logistics-ops__b4b0e7eae719,Fix(web): handle API error states in dashboard,b4b0e7eae719c98bf0c0657dedfda333e8bc8906,70,8a9dc9f9e7d36364fac723a453f934d510fd4b13,project_silver_repos/t0Yo101vf1lgc66caESg__go-logistics-ops.zip,.,fix(web): handle API error states in dashboard,medium-high,15,2,1,,,
graphkit,graphkit__25ebacd18c75,"Investigate and fix path issue indicated by commit 'add path utilities: Eulerian, Hamiltonian, isSimplePath, allPaths, isCycle' in src/path.ts.",25ebacd18c757143ca01edbcc62bcf12bc7c0c6f,127,cafd3260e0d09b5c49920fb5e911e1850f6ee830,project_silver_repos/YobEA4vMqpMCNfkj9FZk__graphkit.zip,.,"add path utilities: Eulerian, Hamiltonian, isSimplePath, allPaths, isCycle",medium-high,15,2,1,,,npm test
graphkit,graphkit__6363ce2ca293,"Investigate and fix edge issue indicated by commit 'add serialization: JSON, DOT, adjacency list, edge list import and export' in src/serializer.ts.",6363ce2ca29328c197c630c16e42409540632882,132,6d09b8e0db0b99a3621b09ec7ac7cf8edb2ab6bc,project_silver_repos/YobEA4vMqpMCNfkj9FZk__graphkit.zip,.,"add serialization: JSON, DOT, adjacency list, edge list import and export",medium-high,15,2,1,,,npm test
graphkit,graphkit__e0e9e8fd1032,"Investigate and fix path issue indicated by commit 'add shortest path: Dijkstra, Bellman-Ford, Floyd-Warshall, A*' in src/shortest_path.ts.",e0e9e8fd10324708b18e5eb99ea008cd38daa766,165,590a4689af7e4eb4c6bd97b7cd9e63f6103d015f,project_silver_repos/YobEA4vMqpMCNfkj9FZk__graphkit.zip,.,"add shortest path: Dijkstra, Bellman-Ford, Floyd-Warshall, A*",medium-high,15,2,1,,,npm test
healthcare-integration-platform,healthcare-integration-platform__b559cf0c2209,"Investigate and fix fix, path issue indicated by commit 'test(claims): fix claim pipeline import path' in tests/unit/test_claim_pipeline.py.",b559cf0c22092b98c2d83e47b0d50cac0ee5c059,9,a3603b0094d983305c33ed60360a52e3c2fea0ba,project_silver_repos/TuevM9SmME9LIkt9XB64__healthcare-integration-platform.zip,healthcare-integration-platform,test(claims): fix claim pipeline import path,medium-high,15,1,1,,,npm test
industrial-platform-repo,industrial-platform-repo__85ebfc8c9e27,Fix MIMETYPE bug from pptx file conversion,85ebfc8c9e27fb517217f57d7a2eea775759e41c,29,38d612008d2a94472ec702fbf6f583733ded5914,project_silver_repos/fXkd7ete5CGoX1KXFVud__industrial-platform-repo.zip,.,fix MIMETYPE bug from pptx file conversion,medium-high,15,1,0,,,
intervew_project-,intervew-project-__a5058b4a054a,Fix: add password minimum length validation on signup,a5058b4a054af16bc93bb751a0a7c5611612c549,3,330081f82f35c827734bc397061572a80a87dc71,project_silver_repos/Ij0rXTRdAv4fZTHHgcJX__intervew_project-.zip,.,fix: add password minimum length validation on signup,medium-high,15,1,0,,,
intervew_project-,intervew-project-__b608932903a1,Fix: add missing cors and json body parser middleware,b608932903a181ffdf45b55410364fc19496dcbc,4,7855833014d7f8efb8db9d3a7db9f7b35955bd71,project_silver_repos/Ij0rXTRdAv4fZTHHgcJX__intervew_project-.zip,.,fix: add missing cors and json body parser middleware,medium-high,15,1,0,,,
JobSeachBlitzApp,jobseachblitzapp__3fee3215aecc,Fix(tests): fix test_email edge case,3fee3215aecc9cebb1c6552caf4ecbd032caaa23,1,f53e8adc267cafcb6766d72c910f77dc5e1578ae,project_silver_repos/yOcAKhXEdhueyyxlfR0B__JobSeachBlitzApp.zip,JobSeachBlitzApp,fix(tests): fix test_email edge case,medium-high,15,1,1,,,pytest
just-numbers-frontend,just-numbers-frontend__ad941763686e,"Investigate and fix fix, fixed issue indicated by commit '[fix] amount fixed' in src/components/Admin/ManageEarning.tsx, src/components/Agent/AgentListTable.tsx, src/components/Agent/MasterListTable.tsx.",ad941763686e2167e6f3f815efca524f6cd22deb,30,214c81e4143e3e147fb25034284eba3752b2fe7e,project_silver_repos/v5Z3KuhieMs0irRAu60e__just-numbers-frontend.zip,.,[fix] amount fixed,medium-high,15,5,0,,,npm test
kelpfinder,kelpfinder__8700cadc40f1,"Investigate and fix unicode, path issue indicated by commit 'loader: fs unicode path' in tests/loader/fs.test.ts.",8700cadc40f1e2ab0e6cb971d5af7af6435bf387,10,9cf06657fbf1cc2cbdf905364e5ff5a06549bd6b,project_silver_repos/YgpVuo6EBo53ejg2rN6u__kelpfinder.zip,kelpfinder,loader: fs unicode path,medium-high,15,1,1,,,npm test
LatticeSync,latticesync__3c0d9006ceca,Fix(test): correct multi-node causal broadcast test expectation,3c0d9006cecaea4d5a8f627444f764dbf730fd78,6,0073df281821031b0c3345c804010c7a60a80024,project_silver_repos/JTeM7HFlxEboiW4qAQY7__LatticeSync.zip,.,fix(test): correct multi-node causal broadcast test expectation,medium-high,15,1,1,,,npm test
ledgercore,ledgercore__695528a95d4e,Fix test fixtures for chart hierarchy and reports,695528a95d4eca02fb37688d17e8de4068ff4a08,56,d8eae97ce2b0c2bcdaa58dac85e60082cb7934bf,project_silver_repos/ViBjNvr7P9COpqMNBxl6__ledgercore.zip,.,Fix test fixtures for chart hierarchy and reports,medium-high,15,5,5,,,pytest
ledgercore,ledgercore__8badf1a4fd53,Fix revenue recognition test,8badf1a4fd53523ca8a89af6499d2a4d39f64752,8,02baf0a19723985415bf2ec4f9c15b127d151508,project_silver_repos/ViBjNvr7P9COpqMNBxl6__ledgercore.zip,.,Fix revenue recognition test,medium-high,15,1,1,,,pytest
LegAi,legai__136f16dac390,"Investigate and fix unicode, path issue indicated by commit 'test(config_loader): add test_config_loader_unicode_path_values' in tests/test_config_loader.py.",136f16dac390c6d33ce1cc42ea445a58cc6f42f5,10,067dcc4e302f04d37acc0d2215527f9996ffeed9,project_silver_repos/DwcwDyY9JHTcbELyAHKg__LegAi.zip,LegAi,test(config_loader): add test_config_loader_unicode_path_values,medium-high,15,1,1,,,pytest
LegAi,legai__afeba3503543,"Investigate and fix unicode, path issue indicated by commit 'test(config_loader): add test_config_loader_unicode_path_values' in tests/test_config_loader.py.",afeba3503543a3fcfb8f6dac7435858e5d3f44eb,10,c652412a3458fcdd078fb9fd57cb9a3bbb9c06e4,project_silver_repos/DwcwDyY9JHTcbELyAHKg__LegAi.zip,LegAi,test(config_loader): add test_config_loader_unicode_path_values,medium-high,15,1,1,,,pytest
LegAi,legai__da1bd737f466,"Investigate and fix unicode, path issue indicated by commit 'test(config_loader): add test_config_loader_unicode_path_values' in tests/test_config_loader.py.",da1bd737f466c369256eb524f2dd5163ebe23bc4,10,136f16dac390c6d33ce1cc42ea445a58cc6f42f5,project_silver_repos/DwcwDyY9JHTcbELyAHKg__LegAi.zip,LegAi,test(config_loader): add test_config_loader_unicode_path_values,medium-high,15,1,1,,,pytest
loom,loom__3978dc5de4f6,"Investigate and fix parse, parser issue indicated by commit 'parser: re-export parse entry' in loom/parser/__init__.py.",3978dc5de4f6b751887606736211f4e14560f30d,8,84053f6837cfb30cf6adf7673eaccfa57372b8a4,project_silver_repos/cVpER4vnD1jg30eqOAzQ__loom.zip,loom,parser: re-export parse entry,medium-high,15,1,0,,,pytest
MemoryMesh,memorymesh__4338dc4b560a,"Investigate and fix memory, validation issue indicated by commit 'Add core memory models with Pydantic v2 validation' in src/memorymesh/models/__init__.py, src/memorymesh/models/memory.py.",4338dc4b560a97cd0e43ff33483b6e3e3d13cb4c,225,fcea7befac6cdf9fbcba1831f44ad4d20fef0c1a,project_silver_repos/OzwQMqdfFQUzz0jug1VL__MemoryMesh.zip,MemoryMesh,Add core memory models with Pydantic v2 validation,medium-high,15,2,0,,,pytest
meridian,meridian__df54c274c0d6,"Investigate and fix fix, decoder issue indicated by commit 'feat(gateway-fix): add message encoder/decoder' in crates/gateway-fix/src/codec/messages.rs.",df54c274c0d6eb15bba121696e4fc995525d3771,87,4653fd252fa7d9dcf5e6ae7f3e1749d26828f407,project_silver_repos/lsKkFQ7rQskZGSPFHVX6__meridian.zip,meridian,feat(gateway-fix): add message encoder/decoder,medium-high,15,1,0,,,cargo test
notiqo,notiqo__9b7977f21f4a,"Investigate and fix auth issue indicated by commit 'feat: add GET /auth/me/sessions endpoint to view active refresh tokens' in backend/src/auth/auth.controller.ts, backend/src/auth/dto/session.dto.ts, backend/src/auth/tokens.service.ts.",9b7977f21f4a4d885270529cbeaf989d5cc31a16,534,1c23782b0a4440401e581f6eaa7ffda3ca88d519,project_silver_repos/RRDbYVNUlUJjqW2CqueS__notiqo.zip,notiqo,feat: add GET /auth/me/sessions endpoint to view active refresh tokens,medium-high,15,6,2,,,npm test
opiatalk-check,opiatalk-check__072577958d6a,"Investigate and fix fix, parse issue indicated by commit 'OP-1493 dates parse fix' in services-rest/src/main/java/com/bytelion/opiatalk/server/rest/CustomerResource.java.",072577958d6a183b4b14c4f5ff759fee32dfef57,11,38237c39a3b816cfbb638b2977480565b97e1fd2,project_silver_repos/5OrfryqoioMGYUJz5s4g__opiatalk-check.zip,opiatalk-clean,OP-1493 dates parse fix,medium-high,15,1,0,,,mvn test
opiatalk-check,opiatalk-check__cfd46c4a1882,"Investigate and fix fix, parse issue indicated by commit 'OP-1493 parse date fix' in services-rest/src/main/java/com/bytelion/opiatalk/server/rest/CustomerResource.java.",cfd46c4a1882006a1deed0978fb9fd4759fdc4d3,11,482bf98bf2a843e9a0fb7f1de5b8cb871c753f58,project_silver_repos/5OrfryqoioMGYUJz5s4g__opiatalk-check.zip,opiatalk-clean,OP-1493 parse date fix,medium-high,15,1,0,,,mvn test
pbforge,pbforge__31f1cddb2388,Investigate and fix traversal issue indicated by commit 'add codegen common helpers for naming and traversal' in internal/codegen/common/common.go.,31f1cddb23880e9524416c623d980ff7c3b9918f,84,0cd3cb075324649cc4c1c2fb519fab96e7ddb29e,project_silver_repos/OHlIxXx56GPfP5ew9HNy__pbforge.zip,.,add codegen common helpers for naming and traversal,medium-high,15,1,0,,,go test ./...
pbforge,pbforge__dc9831c7dd82,"Investigate and fix parse, parser issue indicated by commit 'add parse subcommand for ad-hoc parser debugging' in cmd/pbforge/cmd_parse.go, cmd/pbforge/main.go.",dc9831c7dd82e6f19c618d5e753a9d8f5a882b74,41,740f912954a15847f94d010dcfb6dc0a7f88d45c,project_silver_repos/OHlIxXx56GPfP5ew9HNy__pbforge.zip,.,add parse subcommand for ad-hoc parser debugging,medium-high,15,2,0,,,go test ./...
PrismLang,prismlang__0a4d1c613590,Fix(test): stabilize integration tests — replace fragile patterns with robust ones,0a4d1c613590d70e0ce673cce6dcb3925c303343,21,4b3a7568fb441e1329dab6c89d70505bb36a215a,project_silver_repos/8mrrjCXoqAiwCNgqZxF5__PrismLang.zip,.,fix(test): stabilize integration tests — replace fragile patterns with robust ones,medium-high,15,1,1,,,go test ./...
pursa,pursa__ac290b85f5be,Investigate and fix security issue indicated by commit 'test(core): security helpers + tokens round-trip' in tests/unit/test_security.py.,ac290b85f5bef87a5f89900a197e1cc4f7cfcd56,75,8c7e215a72cd738c433afc17dd04f43f55e7c3da,project_silver_repos/pags98mlAccqpzOaEz4i__pursa.zip,pursa,test(core): security helpers + tokens round-trip,medium-high,15,1,1,,,pytest
pyro-http2,pyro-http2__f238cd56a8cf,"Investigate and fix decode, encode issue indicated by commit 'test(hpack): add HPACK encode decode and Huffman roundtrip tests' in tests/test_hpack.py.",f238cd56a8cf0fd3b3280216a41100ee5f2f18c6,90,9655733293fa5e3b0e4f14f0d9811d3642167752,project_silver_repos/GnXe0JkVTDi26pkph0sT__pyro-http2.zip,pyro-http2,test(hpack): add HPACK encode decode and Huffman roundtrip tests,medium-high,15,1,1,,,cargo test
quoin,quoin__a6929756d2f1,"Investigate and fix validation, path issue indicated by commit 'test(coalescer): cover happy path and contiguity validation' in tests/test_coalescer.py.",a6929756d2f1ed8d9e339b73c02dd12047e6acfb,35,e51c93efb7c820a2fb23a5590ae7fb60422694a1,project_silver_repos/deFeTUPdnCPpVPbJqkKQ__quoin.zip,.,test(coalescer): cover happy path and contiguity validation,medium-high,15,1,1,,,pytest
rex,rex__58fdd3cc2051,"Investigate and fix unicode, escape issue indicated by commit 'add support for Unicode and octal escape sequences, and implement Posix class handling in lexer' in internal/parser/lexer.go.",58fdd3cc2051ffe00ac11ec68874a5da58ab2513,143,87518a13e6ce208e1538b42f0146e64768c3b789,project_silver_repos/ZLve5UTyEi2UB7JjZyQW__rex.zip,.,"add support for Unicode and octal escape sequences, and implement Posix class handling in lexer",medium-high,15,1,0,,,go test ./...
riftlog,riftlog__f2042763141c,"Investigate and fix parse, path issue indicated by commit 'fuzz: libFuzzer harness for WAL parse path' in tests/fuzz/parse_fuzz.c.",f2042763141c5c2d4e9e498ab3a08e1e7f4fd6d9,82,a581c4ec372b85df3faec376617f0f12b9369571,project_silver_repos/suyW0suCDAbdwFeqASV7__riftlog.zip,riftlog,fuzz: libFuzzer harness for WAL parse path,medium-high,15,1,1,,,pytest
ruleforge,ruleforge__bea7eb06b925,Fix test assertions to match implementation behavior,bea7eb06b9256db8a97d8a3d2ab5d4588b0889e7,14,4d1d073c559ba3dacd147c6b84a033ee1cdf7e2a,project_silver_repos/MzJDLo2l2EH2YfJOFtSf__ruleforge.zip,.,Fix test assertions to match implementation behavior,medium-high,15,4,4,,,pytest
runs,runs__b6294bae5317,Fix: correct elevation calculation in GPX parser,b6294bae5317414d52eea334338487e10b3a30e0,2,cd26e46c9084753d796fbb83834ecc8def7bd0b0,project_silver_repos/I7iZVS7GwBncRFOtYjNt__runs.zip,.,fix: correct elevation calculation in GPX parser,medium-high,15,1,0,,,pytest
sacs,sacs__f5b75ee58fc0,Fix: update jwt.decode to pass algorithms as list for PyJWT >=2.0 compatibility,f5b75ee58fc0037b25a273bc6a662245ef5f3f60,2,128c54b41df8094fc66ec82dc4c81486cf0f9b58,project_silver_repos/rC3v0v46PTizvNmETrG5__sacs.zip,sacs,fix: update jwt.decode to pass algorithms as list for PyJWT >=2.0 compatibility,medium-high,15,1,0,,,
sakura_v2,sakura-v2__45da37ae4bee,Fix file path in chat_attachment,45da37ae4bee954a73229fea1277bae62338654e,167,b5902984f129b4d46b468bdf77ead761b98880cb,project_silver_repos/qaGWUuvjAJWRyxd9rdV5__sakura_v2.zip,sakura_v2,fix file path in chat_attachment,medium-high,15,7,0,,,npm install && npm test (verify package.json scripts)
scheduleflow,scheduleflow__f6c466b31541,Fix: job name validation regex,f6c466b3154160a7269c14f098676e9c94f9501b,322,8b326abff11936ea4529def63f16428dd03a0fac,project_silver_repos/3DqkHV1FJjU5iHbGS4LV__scheduleflow.zip,.,fix: job name validation regex,medium-high,15,2,0,,,pytest
schemai,schemai__cef9ed598a7d,"Investigate and fix traversal issue indicated by commit 'feat(config): add config file loader with directory traversal' in src/config/index.ts, src/config/loader.ts.",cef9ed598a7d2d6d98b91d9d2bcdbac086e84156,188,83787215805f67fd1539365aa493022a5b1d4487,project_silver_repos/IPV79DLBlQJ4WrZkiCgw__schemai.zip,schemai,feat(config): add config file loader with directory traversal,medium-high,15,2,0,,,npm test
silt,silt__862f9f2e7fd3,Investigate and fix traversal issue indicated by commit 'core/graph: traversal' in core/graph/src/traversal.ts.,862f9f2e7fd355bd34384a5c83be95334aa035be,57,005afef73c6a18739d1f03fe118e1d54a65f7154,project_silver_repos/wUAcUTYDXiETpevL1BoY__silt.zip,.,core/graph: traversal,medium-high,15,1,0,,,npm test
Silver3,silver3__4ef4bc62a9b1,"Investigate and fix traversal issue indicated by commit 'feat: expand graph traversal and partition utilities' in kestrel/graph/partitioner.py, kestrel/graph/traversal.py.",4ef4bc62a9b17aff9ef09c9f015dc1e23ee81899,198,eddeabe320f8a9ed85e6612a5c107184a57a16e9,project_silver_repos/Msqjg9r31KDpnPEdVC1L__Silver3.zip,Silver3,feat: expand graph traversal and partition utilities,medium-high,15,2,0,,,pytest
stampmill,stampmill__0fcce01bbb57,Fix: renderProgram: initial impl,0fcce01bbb57d9c694bf764b2f0babdb517242c2,6,73bff15f3ef4673e00f8ba3f801280eca20ea65b,project_silver_repos/DWDMAPN5R6Od0Ty5VG1p__stampmill.zip,stampmill,fix: renderProgram: initial impl,medium-high,15,1,1,,,npm test
stampmill,stampmill__5b551d660b11,Fix: imports: initial impl,5b551d660b110a0508f7fdeeaf6e02b22837cd14,7,c0c30d52538ee3e1943d0545b6bbea7ce2a5c76b,project_silver_repos/DWDMAPN5R6Od0Ty5VG1p__stampmill.zip,stampmill,fix: imports: initial impl,medium-high,15,1,1,,,npm test
stockflow,stockflow__1b60d5d080a3,"Investigate and fix security issue indicated by commit 'Add pricing model and security tests' in tests/test_pricing.py, tests/test_security.py.",1b60d5d080a3f4a81bfd9099175f321b6814d87c,76,f4ef402e871f5272a796666c4a64524d3db235f0,project_silver_repos/d6SBDXivGcGAYS93PJGZ__stockflow.zip,stockflow,Add pricing model and security tests,medium-high,15,2,2,,,pytest
stockflow,stockflow__96c26508dbcd,"Investigate and fix security issue indicated by commit 'Add utility tests: helpers, validators, date_utils, security' in tests/test_utils.py.",96c26508dbcd9dfbef5d1d2a5c39865eaee66195,167,c2ceb49c2606ff59d50aef15cc7eaa1625ba81c1,project_silver_repos/d6SBDXivGcGAYS93PJGZ__stockflow.zip,stockflow,"Add utility tests: helpers, validators, date_utils, security",medium-high,15,1,1,,,pytest
tableflow,tableflow__3a4b4e7271d9,Investigate and fix overflow issue indicated by commit 'test(orders): subtotal excludes voided + total math + paid-overflow floors at zero' in backend/apps/orders/tests/test_recalculate.py.,3a4b4e7271d959788241a8926801ce3eac4c37ae,26,3c30e10ed218c088aa2cd8a27e633468b47ea7a8,project_silver_repos/HZToCMOcU97mVDAqXPpG__tableflow.zip,tableflow,test(orders): subtotal excludes voided + total math + paid-overflow floors at zero,medium-high,15,1,1,,,make test
taskbeast,taskbeast__700d6c73449a,"Investigate and fix fix, fixed issue indicated by commit '[Fix] fixed the purchase number store in database' in phone-interface/src/twilio_interface.py.",700d6c73449a492b124f698d4c7a60fe85d35e40,23,cae5858a72e9b987a5d57d7bd33c4b721221651d,project_silver_repos/vjzmiUA9sin4THKS8oCr__taskbeast.zip,.,[Fix] fixed the purchase number store in database,medium-high,15,1,0,,,pytest
taskflow-ts,taskflow-ts__b9de5cb232ce,Fix: fix typescript warnings,b9de5cb232ce2ba349061cc2df8645c946d53f05,98,d2de20b9f3d7aba93ab814cdf722aca9b7cfebd1,project_silver_repos/aLj09WjWdj9lFzBRi3ph__taskflow-ts.zip,.,fix: fix typescript warnings,medium-high,15,1,1,,,npm test
TidalScheduler,tidalscheduler__728e1cacaa61,"Investigate and fix concurrency issue indicated by commit 'feat(semaphore): add counting semaphore for concurrency control' in src/concurrency/index.ts, src/concurrency/mutex.ts, src/concurrency/semaphore.ts.",728e1cacaa615be35eccd8f29753fd9f8e0a5caf,389,b249ebedea075118a7f24161d7c5e3078698a683,project_silver_repos/bCVNHPPgpOlvJW18qWwG__TidalScheduler.zip,.,feat(semaphore): add counting semaphore for concurrency control,medium-high,15,5,1,,,npm test
time-off-microservice,time-off-microservice__1482037c0789,Investigate and fix race issue indicated by commit 'test: add balance sync race condition integration tests' in test/integration/balance-sync-race.integration.spec.ts.,1482037c0789969df748e214324e5aa7eddb6d8a,136,606db0a303df76d438a259be925e977a7ca36846,project_silver_repos/5Oe2XpORFIQ9yLSz950x__time-off-microservice.zip,time-off-microservice,test: add balance sync race condition integration tests,medium-high,15,1,1,,,npm install && npm test (verify package.json scripts)
timewindow-lib,timewindow-lib__6a5dd26c0b9d,Fix: remove minute smoke (redundant with other coverage),6a5dd26c0b9d1ea177e1885bf404d603ecb1829f,6,433ffadf64b9fd91c2d100c84bb3ddea07df3666,project_silver_repos/UVa89hisQtQe3ycHuJTD__timewindow-lib.zip,.,fix: remove minute smoke (redundant with other coverage),medium-high,15,1,1,,,pytest
verity,verity__c25408d6e8be,"Investigate and fix edge, unicode issue indicated by commit 'test: add edge-case tests for StringField (empty, unicode)' in tests/test_fields_scalar.py.",c25408d6e8be37071a1129c1ee8097b528cadded,17,ead47b2f2c42ea002e01200ea9b1b9942265694b,project_silver_repos/MXpn38SljWbQrUIjVnFP__verity.zip,verity,"test: add edge-case tests for StringField (empty, unicode)",medium-high,15,1,1,,,pytest
weprocess-laravel-be,weprocess-laravel-be__9e4e0d07731f,Fix: Update phone number validation in SalesforceServeCreateRequest,9e4e0d07731f6194226b247886c6b2d6c40b15c5,2,1cc3321e2bd541f355e63a5efa0bfe759f4a36de,project_silver_repos/YNhuVb8uhpZkcZTRtRgn__weprocess-laravel-be.zip,.,fix: Update phone number validation in SalesforceServeCreateRequest,medium-high,15,1,0,,,npm install && npm test (verify package.json scripts)
wirewright,wirewright__eb171706f6d4,"Investigate and fix fixed, decoder issue indicated by commit 'app/ntp: 48-byte NTP fixed header decoder' in src/app/mod.rs, src/app/ntp.rs.",eb171706f6d495c7152d50265dc2fc3330e10146,103,9fe9450f5e1e102faaf2108822dbd73c6f1163cb,project_silver_repos/HxW2ZEA3KLDjsbWQqwi2__wirewright.zip,wirewright,app/ntp: 48-byte NTP fixed header decoder,medium-high,15,2,0,,,cargo test
workfinder-repo,workfinder-repo__695d8c992afa,Investigate and fix csrf issue indicated by commit 'feat(glassdoor): implement GlassdoorBoard with CSRF token handling and threaded job fetch' in workfinder/boards/glassdoor/__init__.py.,695d8c992afaa70fdc94d9c3b8d3a6f5dce46610,227,3dcf864c28566bac7498bd5862b578fabaf2a592,project_silver_repos/Bn2DC85oAGTiTZQgp2nG__workfinder-repo.zip,workfinder-repo,feat(glassdoor): implement GlassdoorBoard with CSRF token handling and threaded job fetch,medium-high,15,1,0,,,pytest
